empirical,theoretical
0.00017530038288072688,0.0001763675149033252
0.00017609481365542592,0.0001783940625794287
0.00018356431535434398,0.00018042137963026627
0.00018391176905429088,0.00018244946661370297
0.00018392719008394204,0.00018447832408820123
0.00019594590454109426,0.00018650795261282161
0.00020116154534765077,0.0001885383527472238
0.0002055202632055171,0.00019056952505166742
0.00020558298636618247,0.00019260147008701273
0.0002087986790044391,0.0001946341884147215
0.00020884346031812065,0.00019666768059685812
0.0002160589438739216,0.0001987019471960903
0.0002185958552551777,0.00020073698877568966
0.00022056097866142085,0.00020277280589953308
0.00022246680585990067,0.00020480939913210318
0.00022513663910627216,0.00020684676903848952
0.00022535549969894195,0.00020888491618438885
0.00022669241582241526,0.00021092384113610677
0.00022675320149153494,0.0002129635444605581
0.0002311746477906447,0.00021500402672526775
0.0002314120286997061,0.00021704528849837183
0.00023462340677057186,0.00021908733034861828
0.0002387813597610408,0.000221130152845368
0.00024221216119778635,0.00022317375655859522
0.0002440665770927844,0.00022521814205888924
0.0002505706978469871,0.00022726330991745447
0.0002543410571789542,0.00022930926070611164
0.00025633922245434787,0.00023135599499729857
0.000257989195994103,0.0002334035133640716
0.00025803498085020735,0.00023545181638010555
0.00026178398856658777,0.00023750090461969537
0.00026592637656658313,0.00023955077865775638
0.0002672327793855969,0.00024160143906982602
0.0002688909632410433,0.00024365288643206378
0.00027159005186278007,0.000245705121321253
0.0002746177484279286,0.00024775814431480066
0.0002793113167007463,0.0002498119559907396
0.00027973453674358037,0.0002518665569277284
0.000286140586126582,0.00025392194770505256
0.0002867590852732582,0.0002559781289026255
0.0002959531660135309,0.0002580351011009896
0.0002981873818351452,0.0002600928648813166
0.0003004819292377822,0.0002621514208254091
0.00030093102411777803,0.00026421076951570107
0.00030255634371433374,0.0002662709115352589
0.00030495272547895885,0.00026833184746778216
0.0003054145108356207,0.00027039357789760467
0.0003065860674482321,0.0002724561034096955
0.0003068491832859503,0.00027451942458965963
0.0003069185672252353,0.00027658354202373916
0.0003145283852865055,0.00027864845629881367
0.0003167425236897496,0.000280714168002402
0.00031806146183875963,0.0002827806777226623
0.00031903566225651575,0.00028484798604839367
0.00032321291220952647,0.00028691609356903643
0.00032351981956774134,0.00028898500087467377
0.0003246679644740673,0.00029105470855603173
0.00032793629251392023,0.00029312521720448127
0.0003280754440493014,0.0002951965274120382
0.00033009757736964657,0.00029726863977136474
0.0003317894954182436,0.0002993415548757701
0.0003352820799276471,0.0003014152733192116
0.0003354223617033532,0.0003034897956962955
0.0003357379060184504,0.00030556512260227815
0.00033806884237955886,0.00030764125463306663
0.00033818872687246815,0.0003097181923852197
0.0003425610199970022,0.0003117959364559492
0.00034330335281612667,0.00031387448744312055
0.000347421304927608,0.0003159538459452536
0.00034825557423482506,0.00031803401256152417
0.0003485001676185491,0.00032011498789176414
0.0003516460671643025,0.00032219677253646353
0.00035656268093425814,0.00032427936709677037
0.0003629034401955514,0.00032636277217449195
0.00037069585062051574,0.0003284469883720964
0.0003734405656605662,0.0003305320162927129
0.0003778271099480583,0.0003326178565401328
0.00037797113234184707,0.00033470450971881117
0.00037829609810685616,0.0003367919764338667
0.0003796149564082689,0.0003388802572910835
0.000384514539273427,0.00034096935289691194
0.00038458874843280005,0.00034305926385846936
0.0003852845801760492,0.00034514999078354125
0.0003953560683714538,0.0003472415342805822
0.00039648017632881727,0.0003493338949587167
0.0003987869810011639,0.00035142707342774026
0.00039889481390068676,0.00035352107029812033
0.0003993464511770177,0.00035561588618099766
0.00040120059573102093,0.0003577115216881865
0.0004045320780046262,0.00035980797743217634
0.00040823992506174717,0.0003619052540261325
0.00040935921737371775,0.0003640033520838971
0.0004115825648280391,0.00036610227221999013
0.00041223977116459226,0.0003682020150496108
0.0004135345573014551,0.0003703025811886375
0.0004145275895540354,0.0003724039712536307
0.00042060079517954735,0.00037450618586183117
0.0004253758800607174,0.0003766092256311637
0.00042755973965934516,0.00037871309118023657
0.00042809443616035475,0.00038081778312834276
0.0004328427809498492,0.00038292330209546146
0.000434169195081692,0.00038502964870225847
0.00043756570386660476,0.00038713682357008745
0.00043791812052563703,0.00038924482732099124
0.00043869340435259696,0.0003913536605777022
0.0004412905855402452,0.0003934633239636438
0.0004452905965161118,0.0003955738181029313
0.000447126017059641,0.0003976851436203731
0.00044931905312001197,0.00039979730114147154
0.0004504661602028441,0.00040191029129242373
0.0004513863044176211,0.0004040241147001228
0.00045374451744556454,0.0004061387719921592
0.0004541567409101707,0.00040825426379682107
0.00045616863308942796,0.0004103705907430958
0.00045633588098182784,0.0004124877534606708
0.00045804197393205584,0.00041460575257993475
0.0004607075927362085,0.0004167245887319784
0.0004623255272494624,0.0004188442625485957
0.0004624170303607518,0.00042096477466228475
0.0004627284844312615,0.000423086125706249
0.00046280208162957637,0.00042520831631439845
0.0004636003998887868,0.00042733134712135003
0.00046526362002682203,0.0004294552187624295
0.0004655549496339721,0.0004315799318736717
0.0004684629238587701,0.0004337054870918219
0.00047093264971923704,0.0004358318850543376
0.00047162115202000615,0.0004379591263993882
0.0004748513303784903,0.00044008721176585716
0.0004789569128034743,0.00044221614179334236
0.0004801090850076947,0.0004443459171221575
0.00048048913455504133,0.00044647653839333313
0.00048051033521060577,0.000448608006248618
0.00048144338964147687,0.00045074032133047935
0.00048252544117185353,0.0004528734842821049
0.0004830043066944012,0.0004550074957474026
0.00048663681143817916,0.00045714235637100384
0.0004869968351301941,0.0004592780667982622
0.00048703832130555375,0.00046141462767525595
0.0004881535030333388,0.0004635520396487886
0.0004883495742737595,0.00046569030336639054
0.0004889610335428451,0.00046782941947631887
0.0004901958858411944,0.0004699693886275603
0.000491132595028386,0.00047211021146983034
0.0004984446497568011,0.0004742518886535757
0.000501534837709039,0.0004763944208299753
0.0005017734937249885,0.00047853780865094017
0.0005071651285967968,0.00048068205276911635
0.0005192063795987564,0.00048282715383788434
0.0005264897231504924,0.00048497311251136083
0.0005298108821345411,0.0004871199294444005
0.0005301407790955989,0.000489267605292596
0.0005303477690610341,0.0004914161407122793
0.0005308946596407245,0.000493565536360524
0.0005332017019995423,0.0004957157928951442
0.0005373546137828478,0.0004978669109746977
0.000538233372493601,0.0005000188912584857
0.0005384502934563037,0.000502171734406555
0.000541524394411786,0.0005043254410796984
0.0005421032744170502,0.000506480011939456
0.0005447092714447113,0.0005086354476481159
0.0005467015652260813,0.0005107917488687167
0.0005489490912690236,0.0005129489162650468
0.0005492946716925684,0.000515106950501647
0.0005545787095696184,0.0005172658522438104
0.0005661498717200661,0.0005194256221575846
0.0005662861533984112,0.0005215862609097725
0.0005664419645562968,0.000523747769167933
0.0005667895943749397,0.0005259101476003822
0.0005698014507038093,0.0005280733968761955
0.0005709691239153096,0.0005302375176652078
0.0005772820384999031,0.0005324025106380143
0.0005775595480521298,0.0005345683764659727
0.0005800798911543281,0.000536735115821204
0.0005819870176894011,0.000538902729376593
0.0005858644264042159,0.0005410712178057906
0.0005862174250569237,0.0005432405817832137
0.0005868247029872653,0.0005454108219840473
0.0005876968961893714,0.0005475819390842454
0.0005893009718847333,0.0005497539337605315
0.0005902963835731426,0.000551926806690401
0.0005927701573388844,0.0005541005585521214
0.000598929560265981,0.0005562751900247336
0.0006003035114544239,0.0005584507017880538
0.0006047675712866352,0.0005606270945226736
0.0006061596186908713,0.0005628043689099617
0.0006086405174963519,0.0005649825256320654
0.0006091795183513007,0.0005671615653719106
0.0006140290225135174,0.000569341488813205
0.0006143712172089651,0.0005715222966404373
0.0006164098496550183,0.000573703989538879
0.0006178065792162499,0.0005758865681945865
0.0006179170478722747,0.0005780700332944008
0.0006200303948862389,0.0005802543855259497
0.0006212843756340999,0.0005824396255776491
0.0006235852124273703,0.0005846257541387032
0.0006238785872792474,0.0005868127718991066
0.000624034740112512,0.0005890006795496451
0.0006250578797402859,0.0005911894777818972
0.0006276452579697771,0.0005933791672882351
0.0006292408018753748,0.0005955697487618254
0.0006307788459433902,0.0005977612228966316
0.0006336581462606725,0.0005999535903874139
0.0006342550648832934,0.0006021468519297314
0.0006343015996860372,0.0006043410082199431
0.0006364650077702941,0.0006065360599552083
0.0006373086231937011,0.0006087320078334893
0.000639541632248386,0.0006109288525535516
0.000640487998802574,0.0006131265948149643
0.0006412282692478746,0.0006153252353181041
0.0006426204056957027,0.0006175247747641536
0.0006437193817343187,0.0006197252138551041
0.0006441941899467327,0.0006219265532937563
0.000644933974241646,0.0006241287937837222
0.0006451866237027967,0.0006263319360294249
0.0006453193315838386,0.0006285359807361018
0.0006455796981035822,0.0006307409286098041
0.0006456395349743078,0.000632946780357399
0.0006496422451847221,0.0006351535366865708
0.000655611797350443,0.0006373611983058217
0.0006569902284310758,0.0006395697659244736
0.0006572799654351105,0.0006417792402526694
0.0006617649115572381,0.0006439896220013739
0.0006626594220235822,0.0006462009118823749
0.0006646177051735543,0.0006484131106082849
0.0006674694527682226,0.0006506262188925423
0.000668230731940167,0.0006528402374494126
0.0006684981673049754,0.0006550551669939894
0.0006713655585985807,0.0006572710082421957
0.0006736923907668321,0.0006594877619107864
0.0006762851816495379,0.0006617054287173473
0.0006769527151517692,0.0006639240093802983
0.0006771168865689833,0.0006661435046188941
0.0006808661627162663,0.000668363915153225
0.0006809229341781728,0.0006705852417042186
0.0006827858500226928,0.0006728074849936418
0.0006869295929466598,0.0006750306457441005
0.0006932126287790934,0.0006772547246790421
0.000697294442088138,0.0006794797225227563
0.0006994854565412281,0.0006817056400003769
0.0007019882673356195,0.0006839324778378822
0.0007027512732566202,0.0006861602367620971
0.0007045169510254343,0.0006883889175006947
0.0007053407016390442,0.0006906185207821965
0.000706002562322415,0.0006928490473359738
0.0007065968235414263,0.0006950804978922506
0.0007088727056619448,0.000697312873182103
0.000710214499814045,0.0006995461739374615
0.0007102270155219144,0.0007017804008911127
0.0007132158954296849,0.0007040155547766988
0.0007148274852752587,0.0007062516363287216
0.0007187702062026909,0.0007084886462825415
0.0007192310452420192,0.00071072658537438
0.000719373131108602,0.0007129654543413209
0.0007213359725659063,0.0007152052539213116
0.0007217449539534196,0.0007174459848531637
0.0007266513451049776,0.0007196876478765563
0.0007270311186939118,0.0007219302437320343
0.0007271903499768695,0.0007241737731610129
0.0007306111718497696,0.0007264182369057771
0.0007323487567818636,0.0007286636357094834
0.0007341691567326891,0.0007309099703161613
0.0007348940384144347,0.0007331572414707143
0.0007352894030149167,0.0007354054499189224
0.0007367502883967592,0.0007376545964074417
0.0007375839609604536,0.0007399046816838068
0.0007390111585339303,0.0007421557064964331
0.0007414446507299291,0.0007444076715946152
0.000741933899971136,0.0007466605777285323
0.000744413685740665,0.0007489144256492465
0.0007444561049695271,0.0007511692161087043
0.0007460117531783543,0.0007534249498597405
0.0007481784332210931,0.0007556816276560763
0.0007481854719665892,0.0007579392502523239
0.0007531368895980287,0.0007601978184039849
0.0007557330681173258,0.000762457332867454
0.000757920718096626,0.0007647177944000191
0.0007579485018180607,0.0007669792037598626
0.0007613400682958335,0.0007692415617060643
0.0007617788717556688,0.0007715048689986008
0.000765204558820308,0.0007737691263983489
0.0007698881165962949,0.0007760343346670847
0.0007727001871741593,0.0007783004945674871
0.000772976284141625,0.0007805676068631391
0.0007742332692141848,0.0007828356723185263
0.0007755006633437637,0.000785104691699043
0.000781788215142843,0.0007873746657709896
0.0007894264601206909,0.0007896455953015764
0.0007918306123730345,0.000791917481058924
0.0007946617281892818,0.0007941903238120643
0.0007980369521354176,0.0007964641243309434
0.0007982668718365393,0.0007987388833864222
0.0007983168813117461,0.000801014601750277
0.0008010912663123718,0.0008032912801952031
0.0008022197520966556,0.0008055689194948135
0.0008103789742121767,0.0008078475204236428
0.0008107198803965938,0.0008101270837571474
0.0008120034136223434,0.000812407610271707
0.0008144491595025172,0.0008146891007446258
0.0008146226167105378,0.0008169715559541359
0.0008169978874177468,0.0008192549766793957
0.0008174307752108687,0.0008215393637004935
0.0008228286542845686,0.0008238247177984482
0.0008254162002783727,0.0008261110397552123
0.0008274286000858541,0.000828398330353669
0.0008308496629926172,0.0008306865903776395
0.000832271509214999,0.0008329758206118816
0.0008370784862873903,0.0008352660218420889
0.0008390672434095067,0.0008375571948548969
0.0008391761603832142,0.0008398493404378819
0.0008449385745829541,0.0008421424593795613
0.0008478737778584988,0.0008444365524693986
0.000850325032829103,0.0008467316204978017
0.0008574885312727307,0.0008490276642561258
0.0008619483572184124,0.0008513246845366756
0.0008639847339837817,0.0008536226821327044
0.0008645591205925438,0.000855921657838418
0.0008650869160786827,0.0008582216124489753
0.0008690724079347782,0.00086052254676049
0.0008702602965955722,0.0008628244615700315
0.0008715413488952321,0.000865127357675627
0.0008751840748718494,0.0008674312358762633
0.0008852578354506258,0.0008697360969718875
0.0008865533705028836,0.0008720419417634092
0.0008874620613279136,0.0008743487710527018
0.0008874711012034527,0.0008766565856426037
0.0008882341287191793,0.0008789653863369202
0.0008914750657414219,0.0008812751739404257
0.0008922933338161403,0.0008835859492588639
0.0008946174944135625,0.00088589771309895
0.0008953295201130744,0.0008882104662683721
0.0008983921394629321,0.000890524209575794
0.0009015471733339157,0.0008928389438308538
0.0009021633366642738,0.0008951546698441691
0.0009043406976341969,0.0008974713884273359
0.0009050501861935026,0.000899789100392931
0.0009073003691203348,0.0009021078065545134
0.0009090839565362718,0.0009044275077266273
0.0009119036693837276,0.0009067482047248006
0.0009152958316666626,0.0009090698983655502
0.000916378130325645,0.0009113925894663802
0.0009164524637041635,0.0009137162788457863
0.0009177788700512335,0.0009160409673232544
0.0009222301364522831,0.0009183666557192658
0.0009246819493755054,0.0009206933448552957
0.000926526338273892,0.000923021035553816
0.000926589396798471,0.0009253497286382973
0.0009292622565341031,0.0009276794249332103
0.0009302869791247073,0.0009300101252640258
0.000930783587902672,0.0009323418304572188
0.0009317536337270296,0.0009346745413402693
0.0009355773564532766,0.0009370082587416628
0.0009368186641235503,0.0009393429834908929
0.0009378470000154342,0.0009416787164184636
0.0009397958380564023,0.0009440154583558885
0.0009406838053496527,0.0009463532101356949
0.0009483960248725005,0.0009486919725914256
0.0009535015714004051,0.0009510317465576372
0.000954718050091119,0.0009533725328699056
0.0009622197655198561,0.0009557143323648262
0.0009624053911066466,0.0009580571458800145
0.0009641227094740919,0.0009604009742541085
0.0009669501937445216,0.0009627458183267715
0.0009670612998497266,0.000965091678938693
0.000971954138358589,0.000967438556931588
0.000972215435254796,0.000969786453148203
0.0009725312916135306,0.000972135368432315
0.0009758407285175193,0.0009744853036287323
0.0009777003136856796,0.0009768362595832989
0.0009784246295389994,0.0009791882371428947
0.0009951162319735592,0.0009815412371554358
0.0009990697758515688,0.0009838952604698792
0.0010002762561701732,0.000986250307936223
0.0010039924532862302,0.0009886063804055067
0.0010045582642652755,0.0009909634787298146
0.001006260901813938,0.0009933216037622777
0.0010070621229786407,0.000995680756357074
0.001007752345435077,0.000998040937369432
0.0010127413524677054,0.0010004021476556302
0.0010166181907638946,0.0010027643880730016
0.0010237168141859695,0.0010051276594799316
0.0010244902276758013,0.0010074919627358634
0.001025165983358188,0.0010098572987012984
0.001025299963490555,0.0010122236682377974
0.0010274757824500283,0.0010145910722079818
0.0010296289005368268,0.0010169595114755381
0.0010302840806126201,0.001019328986905216
0.0010319014945144103,0.0010216994993628335
0.0010332294327856859,0.0010240710497152756
0.00103551949769113,0.001026443638830498
0.001037667488464001,0.001028817267577529
0.0010390308776370254,0.0010311919368264691
0.001040305703677847,0.0010335676474484956
0.0010472153578380168,0.0010359444003158632
0.0010522390806264707,0.0010383221963019041
0.0010549240309899559,0.0010407010362810326
0.0010561111118556274,0.0010430809211287445
0.001058106391897972,0.00104546185172162
0.001062185005919404,0.001047843828937327
0.001063029055133325,0.0010502268536546184
0.0010632231258429596,0.0010526109267533397
0.0010639272154796646,0.0010549960491144255
0.001066924242735988,0.001057382221619904
0.0010704350460912018,0.0010597694451528993
0.0010705486499604892,0.0010621577205976323
0.0010730188677290017,0.0010645470488394211
0.0010749917453585986,0.0010669374307646856
0.0010752296182105943,0.0010693288672609473
0.0010767227293282493,0.0010717213592168317
0.0010774282849706704,0.0010741149075220704
0.0010781202285866306,0.0010765095130675023
0.0010786219758619833,0.001078905176745076
0.001080743166250099,0.0010813018994478517
0.001089956935571134,0.001083699682070002
0.001093876474526044,0.0010860985255068151
0.0011011936914433126,0.0010884984306546957
0.0011016842840736348,0.0010908993984111678
0.0011039663802712707,0.0010933014296748748
0.001106527639171951,0.0010957045253455829
0.001107790820631581,0.001098108686324183
0.001110841965181221,0.0011005139135126922
0.001111985397662229,0.0011029202078142542
0.001115363852540019,0.0011053275701331435
0.0011158063692193396,0.0011077360013747666
0.0011164631451168958,0.0011101455024456629
0.0011213754882203886,0.0011125560742535072
0.0011218083031393385,0.001114967717707112
0.0011232584322347187,0.0011173804337164285
0.0011317180496065102,0.0011197942231925496
0.001132521146965569,0.001122209087047711
0.0011363660492836325,0.0011246250261952922
0.0011377775131458448,0.0011270420415498213
0.0011386673985842033,0.001129460134026974
0.0011398863452280923,0.001131879304543576
0.0011422550680402106,0.001134299554017607
0.0011427694142433498,0.0011367208833682003
0.0011433568804362637,0.0011391432935156452
0.001147498447738638,0.00114156678538139
0.0011476647013137428,0.0011439913598880421
0.0011535820620201531,0.001146417017959373
0.0011546409056193314,0.0011488437605203159
0.0011591744770901406,0.0011512715884969718
0.0011609255934931992,0.0011537005028166081
0.0011621132314755152,0.0011561305044076639
0.0011621839906197258,0.0011585615941997482
0.0011678370992536657,0.0011609937731236453
0.0011712347213272412,0.0011634270421113147
0.0011756489541050116,0.001165861402095894
0.0011818259075311206,0.0011682968540117
0.0011874778596979614,0.0011707333987942307
0.0011911285252653378,0.0011731710373801693
0.0011926354597684777,0.0011756097707073827
0.0011948758480873414,0.001178049599714928
0.0011953365008821153,0.001180490525343048
0.0011964884900519737,0.0011829325485331818
0.0012000764199963862,0.001185375670227958
0.0012003787576552287,0.0011878198913712037
0.0012009513449344651,0.0011902652129079417
0.0012062246503191307,0.0011927116357843956
0.0012072556783028557,0.00119515916094799
0.0012091887096944975,0.0011976077893473536
0.0012128072757638594,0.0012000575219323199
0.0012145362414222802,0.0012025083596539307
0.001219005929278559,0.0012049603034644384
0.0012194363577849518,0.0012074133543173056
0.0012204656125344264,0.0012098675131672098
0.0012239720573025033,0.0012123227809700435
0.0012292005442702814,0.0012147791586829184
0.0012299592420216832,0.0012172366472641642
0.0012308121882993357,0.0012196952476733346
0.0012346155255648847,0.0012221549608712064
0.0012369230639457732,0.0012246157878197828
0.0012404796376057972,0.001227077729482294
0.001240754572223668,0.0012295407868232028
0.0012433256665266394,0.0012320049608082035
0.0012460509125415617,0.0012344702524042226
0.0012476388528741451,0.0012369366625794265
0.0012507297388180023,0.0012394041923032184
0.0012525511129695029,0.0012418728425462428
0.0012561389822103204,0.0012443426142803864
0.0012638784750502383,0.0012468135084787813
0.0012683603426565486,0.0012492855261158065
0.0012683757890786448,0.0012517586681670908
0.0012690716778325332,0.0012542329356095133
0.001271529029646546,0.0012567083294212067
0.0012743679131949417,0.0012591848505815598
0.0012816880182512473,0.001261662500071219
0.001284105941118819,0.0012641412788720891
0.0012842632259337239,0.0012666211879673386
0.0012873346305567815,0.0012691022283414
0.0012878248658299563,0.0012715844009799704
0.0012882335764342716,0.001274067706870017
0.0012886489712436236,0.001276552146999777
0.0012893888832929204,0.0012790377223587596
0.0012899673494135913,0.0012815244339377503
0.0012910232882176083,0.00128401228272881
0.0012944932360719683,0.00128650126972528
0.001294753561333229,0.0012889913959217832
0.0012974152816510945,0.001291482662314225
0.0013070291350892535,0.001293975069899797
0.0013071053278723363,0.0012964686196769801
0.0013154686875969865,0.0012989633126455433
0.0013166301232090047,0.001301459149806549
0.0013177110442951778,0.0013039561321623546
0.0013217153700470496,0.0013064542607166137
0.0013266629025056598,0.0013089535364742793
0.0013332661943825097,0.0013114539604416053
0.0013335084949350415,0.0013139555336261492
0.00133436783229025,0.0013164582570367753
0.0013363786191018419,0.001318962131683654
0.001338488840386065,0.0013214671585782664
0.001340620832943385,0.0013239733387334083
0.0013409055414790871,0.001326480673163187
0.0013409700734618238,0.0013289891628830285
0.001341399652282027,0.001331498808909678
0.0013435234746777547,0.0013340096122612015
0.0013472823328944603,0.0013365215739569896
0.0013512498322556417,0.001339034695017759
0.0013532787451024583,0.0013415489764655533
0.0013630903210569804,0.0013440644193237485
0.0013702865941848663,0.0013465810246170524
0.0013741675625348442,0.0013490987933715097
0.001374190547542141,0.0013516177266144987
0.0013784347737272676,0.0013541378253747421
0.0013800943001569185,0.0013566590906823025
0.001380843468739356,0.001359181523568587
0.001382711120977799,0.00136170512506635
0.0013863221131335084,0.0013642298962096937
0.0013916892823364509,0.001366755838034074
0.0013953122728118314,0.0013692829515762988
0.0013973396954240942,0.0013718112378745323
0.0013982057208697593,0.0013743406979682981
0.001399856667260689,0.0013768713328984796
0.0014008229976849931,0.0013794031437073238
0.0014008496105463938,0.0013819361314384437
0.001401122642054508,0.001384470297136819
0.0014028566215811625,0.0013870056418488004
0.0014048107934499302,0.0013895421666221118
0.0014084430692648323,0.001392079872505851
0.0014120432677018,0.001394618760550494
0.001412349392880076,0.0013971588318078961
0.0014151254768729124,0.0013997000873312959
0.001419340150746129,0.0014022425281753148
0.0014231263504626349,0.0014047861553959627
0.0014238605767910376,0.0014073309700506384
0.001427576828669709,0.0014098769731981332
0.0014293137703335831,0.0014124241658986312
0.0014318058665331868,0.0014149725492137145
0.0014319133135906603,0.0014175221242063638
0.0014350239732900186,0.0014200728919409613
0.0014355869269906951,0.0014226248534832942
0.0014378847177538012,0.0014251780099005548
0.001443662820306356,0.001427732362261345
0.0014464797710147179,0.0014302879116356785
0.0014465211185654345,0.0014328446590949828
0.0014492897917630747,0.0014354026057120993
0.001453707214967813,0.0014379617525612925
0.0014540901484230914,0.001440522100718245
0.001454777014803843,0.0014430836512600645
0.0014550709343785426,0.001445646405265284
0.001457397449802101,0.0014482103638138667
0.001473213065441091,0.0014507755279872055
0.001473277487107072,0.0014533418988681287
0.0014740381751729634,0.0014559094775408992
0.0014748973810690194,0.0014584782650912207
0.0014772603561210226,0.0014610482626062357
0.0014813175191224041,0.0014636194711745336
0.0014819980283999785,0.0014661918918861465
0.0014823420382659054,0.0014687655258325604
0.0014851331374791214,0.0014713403741067079
0.0014853431051156003,0.0014739164378029784
0.0014882251998508678,0.0014764937180172177
0.0014884493778651968,0.0014790722158467301
0.0014909433524877488,0.0014816519323902816
0.0014964744654916255,0.001484232868748104
0.001496500508374167,0.0014868150260218937
0.001499103702249805,0.0014893984053148189
0.0015009576883560187,0.0014919830077315174
0.0015044038834876802,0.0014945688343781045
0.0015068748065342093,0.0014971558863621714
0.001509524894728477,0.0014997441647927887
0.0015128689350983777,0.0015023336707805101
0.0015178553295582473,0.0015049244054373752
0.0015268549329891072,0.0015075163698769095
0.0015321600658507184,0.0015101095652141304
0.001533850083490152,0.00151270399256555
0.0015351175627186346,0.001515299653049171
0.0015413177157239562,0.0015178965477844993
0.0015438407107044236,0.0015204946778925397
0.0015444101722418176,0.0015230940444958014
0.0015564380332023023,0.0015256946487182993
0.001558067348195958,0.0015282964916855579
0.001559769816693847,0.0015308995745246128
0.0015612035953554218,0.0015335038983640141
0.0015617679419142154,0.0015361094643338304
0.0015624754744666507,0.0015387162735656472
0.0015629752936041977,0.001541324327192575
0.001568716534895799,0.0015439336263492495
0.0015713438018054027,0.0015465441721718314
0.0015723393815090352,0.0015491559657980162
0.001574586505624486,0.0015517690083670284
0.0015756473011649848,0.0015543833010196323
0.0015768037809327576,0.0015569988448981297
0.0015772418725725004,0.0015596156411463635
0.0015775828317432412,0.0015622336909097208
0.0015804808773412504,0.0015648529953351373
0.0015844905711514985,0.001567473555571096
0.001585755853286408,0.0015700953727676356
0.001588132214463845,0.0015727184480763474
0.0015887588116000224,0.0015753427826503828
0.0015944800019474965,0.0015779683776444536
0.0015968277599765698,0.0015805952342148348
0.001603665470413563,0.0015832233535193682
0.0016039302808290683,0.0015858527367174666
0.0016069242449438526,0.0015884833849701128
